article_id,pmid,title_en,title_ja,username,decision,comment,flag_cause,flag_treatment,cat_physical,cat_brain,cat_psycho,cat_drug,direction_gpt,direction_gemini,condition_list_gpt,condition_list_gemini,year
49,30378268,Association of Alzheimer's genetic loci with mild behavioral impairment,アルツハイマー病関連遺伝子座と軽度行動障害の関連性,kobayashi,2,,0,0,0,1,0,0,1,1,軽度行動障害（MBI）; アルツハイマー病リスク状態,軽度行動障害 (MBI) / アルツハイマー病,2018
50,26602086,Assessing Alzheimer's disease patients' quality of life: Discrepancies between patient and caregiver perspectives,アルツハイマー病患者の生活の質評価：患者と介護者の視点の相違,baba,2,,0,0,0,1,0,0,1,1,アルツハイマー病,アルツハイマー病,2016
50,26602086,Assessing Alzheimer's disease patients' quality of life: Discrepancies between patient and caregiver perspectives,アルツハイマー病患者の生活の質評価：患者と介護者の視点の相違,kobayashi,2,,0,0,0,1,0,0,1,1,アルツハイマー病,アルツハイマー病,2016
51,29731299,Dopamine Modulates Option Generation for Behavior,行動の選択肢生成におけるドーパミンの調節作用,baba,0,,0,0,0,0,0,0,1,1,パーキンソン病; 高齢者におけるドパミン作動薬投与状態,パーキンソン病,2018
51,29731299,Dopamine Modulates Option Generation for Behavior,行動の選択肢生成におけるドーパミンの調節作用,kobayashi,0,,0,0,0,0,0,1,1,1,パーキンソン病; 高齢者におけるドパミン作動薬投与状態,パーキンソン病,2018
52,40426633,The Greek Version of the Mild Behavioral Impairment Checklist (MBI-C): Psychometric Properties in Mild Cognitive Impairment Due to Alzheimer's Disease,軽度行動障害チェックリスト（MBI-C）ギリシャ語版：アルツハイマー病による軽度認知障害における心理測定特性,baba,0,,0,0,0,0,0,0,1,1,アルツハイマー病による軽度認知障害,軽度認知障害、アルツハイマー病,2025
52,40426633,The Greek Version of the Mild Behavioral Impairment Checklist (MBI-C): Psychometric Properties in Mild Cognitive Impairment Due to Alzheimer's Disease,軽度行動障害チェックリスト（MBI-C）ギリシャ語版：アルツハイマー病による軽度認知障害における心理測定特性,kobayashi,0,,0,0,0,1,0,0,1,1,アルツハイマー病による軽度認知障害,軽度認知障害、アルツハイマー病,2025
53,26166205,Mutation analysis of C9orf72 in patients with corticobasal syndrome,皮質基底核症候群患者におけるC9orf72の変異解析,baba,0,,0,0,0,0,0,0,1,1,皮質基底症候群; C9orf72関連前頭側頭葉変性症の可能性,大脳皮質基底核症候群,2015
53,26166205,Mutation analysis of C9orf72 in patients with corticobasal syndrome,皮質基底核症候群患者におけるC9orf72の変異解析,kobayashi,0,,0,0,0,0,0,0,1,1,皮質基底症候群; C9orf72関連前頭側頭葉変性症の可能性,大脳皮質基底核症候群,2015
54,26095948,"Effects of rotigotine transdermal patch in patients with Parkinson's disease presenting with non-motor symptoms - results of a double-blind, randomized, placebo-controlled trial",非運動症状を呈するパーキンソン病患者におけるロチゴチン経皮吸収パッチの効果 - 二重盲検無作為化プラセボ対照試験の結果,baba,1,,0,0,0,0,0,0,1,1,パーキンソン病,パーキンソン病,2015
54,26095948,"Effects of rotigotine transdermal patch in patients with Parkinson's disease presenting with non-motor symptoms - results of a double-blind, randomized, placebo-controlled trial",非運動症状を呈するパーキンソン病患者におけるロチゴチン経皮吸収パッチの効果 - 二重盲検無作為化プラセボ対照試験の結果,kobayashi,1,,0,0,0,0,0,1,1,1,パーキンソン病,パーキンソン病,2015
55,39627656,"Malnutrition among people with dementia in Khon Kaen, Thailand",タイ・コンケン県における認知症患者の栄養不良,baba,0,,0,0,0,0,0,0,1,2,認知症（DSM-5の大認知症障害）,認知症,2024
55,39627656,"Malnutrition among people with dementia in Khon Kaen, Thailand",タイ・コンケン県における認知症患者の栄養不良,kobayashi,0,,0,0,0,1,0,0,1,2,認知症（DSM-5の大認知症障害）,認知症,2024
56,27911313,Challenges in Screening and Recruitment for a Neuroimaging Study in Cognitively Impaired Geriatric Inpatients,認知機能障害を有する高齢入院患者における神経画像研究のスクリーニングとリクルートにおける課題,baba,0,,0,0,0,0,0,0,2,2,急性期入院中の高齢者の新規発症認知機能障害,認知機能障害,2017
56,27911313,Challenges in Screening and Recruitment for a Neuroimaging Study in Cognitively Impaired Geriatric Inpatients,認知機能障害を有する高齢入院患者における神経画像研究のスクリーニングとリクルートにおける課題,kobayashi,0,,0,0,0,0,0,0,2,2,急性期入院中の高齢者の新規発症認知機能障害,認知機能障害,2017
57,32010701,Older Adults With Cognitive and/or Physical Impairments Can Benefit From Immersive Virtual Reality Experiences: A Feasibility Study,認知機能障害および／または身体機能障害を有する高齢者は没入型仮想現実体験から恩恵を受け得る：実現可能性研究,baba,0,,0,0,0,0,0,0,1,3,高齢者の認知機能障害; 高齢者の身体機能障害,認知・身体機能障害,2020
57,32010701,Older Adults With Cognitive and/or Physical Impairments Can Benefit From Immersive Virtual Reality Experiences: A Feasibility Study,認知機能障害および／または身体機能障害を有する高齢者は没入型仮想現実体験から恩恵を受け得る：実現可能性研究,kobayashi,0,,0,0,0,0,0,0,1,3,高齢者の認知機能障害; 高齢者の身体機能障害,認知・身体機能障害,2020
58,29424552,Differences in neuropsychiatric symptoms between nursing home residents with young-onset dementia and late-onset dementia,若年性認知症と遅発性認知症の介護施設入居者における神経精神症状の差異,baba,2,,0,1,0,1,0,0,1,1,若年発症認知症; 高齢発症認知症,認知症,2019
58,29424552,Differences in neuropsychiatric symptoms between nursing home residents with young-onset dementia and late-onset dementia,若年性認知症と遅発性認知症の介護施設入居者における神経精神症状の差異,kobayashi,1,,0,0,0,1,0,0,1,1,若年発症認知症; 高齢発症認知症,認知症,2019
59,31133550,Sleep talking and primary progressive aphasia: case study and autopsy findings in a patient with logopenic primary progressive aphasia and dementia with Lewy bodies,睡眠時言語と原発性進行性失語症：語彙減少型原発性進行性失語症およびレビー小体型認知症患者の症例研究と剖検所見,baba,0,,0,0,0,0,0,0,1,1,ログペニック型原発性進行性失語; アルツハイマー病; レビー小体型認知症,原発性進行性失語症、レビー小体型認知症,2019
59,31133550,Sleep talking and primary progressive aphasia: case study and autopsy findings in a patient with logopenic primary progressive aphasia and dementia with Lewy bodies,睡眠時言語と原発性進行性失語症：語彙減少型原発性進行性失語症およびレビー小体型認知症患者の症例研究と剖検所見,kobayashi,0,,0,0,0,0,0,0,1,1,ログペニック型原発性進行性失語; アルツハイマー病; レビー小体型認知症,原発性進行性失語症、レビー小体型認知症,2019
60,37803500,Neuroticism is associated with increase in depression symptoms over time in older adults with type 2 diabetes,神経症的傾向は、2型糖尿病を有する高齢者の抑うつ症状の時間経過に伴う増加と関連している,baba,2,,0,0,1,0,0,0,1,1,高齢者の2型糖尿病; 高齢者うつ病・抑うつ症状,2型糖尿病,2023
60,37803500,Neuroticism is associated with increase in depression symptoms over time in older adults with type 2 diabetes,神経症的傾向は、2型糖尿病を有する高齢者の抑うつ症状の時間経過に伴う増加と関連している,kobayashi,2,,0,0,1,0,0,0,1,1,高齢者の2型糖尿病; 高齢者うつ病・抑うつ症状,2型糖尿病,2023
61,31941440,The importance of different frailty domains in a population based sample in England,イングランドにおける人口ベースサンプルにおける異なる虚弱領域の重要性,baba,2,,0,0,1,0,0,0,1,1,高齢者のフレイル（身体的フレイル; 栄養フレイル; 認知フレイル; 感覚フレイル）,フレイル,2020
61,31941440,The importance of different frailty domains in a population based sample in England,イングランドにおける人口ベースサンプルにおける異なる虚弱領域の重要性,kobayashi,2,,0,0,1,0,0,0,1,1,高齢者のフレイル（身体的フレイル; 栄養フレイル; 認知フレイル; 感覚フレイル）,フレイル,2020
62,29244062,Longitudinal Course and Predictors of Apathetic Symptoms after Severe Traumatic Brain Injury,重度外傷性脳損傷後の無関心症状の経過と予測因子,baba,2,,0,0,0,1,0,0,1,1,重症外傷性脳損傷,外傷性脳損傷,2018
62,29244062,Longitudinal Course and Predictors of Apathetic Symptoms after Severe Traumatic Brain Injury,重度外傷性脳損傷後の無関心症状の経過と予測因子,kobayashi,1,,0,0,0,1,0,0,1,1,重症外傷性脳損傷,外傷性脳損傷,2018
63,27231036,"Does multitasking mediate the relationships between episodic memory, attention, executive functions and apathetic manifestations in traumatic brain injury?",外傷性脳損傷におけるエピソード記憶、注意力、実行機能、無気力症状の関係をマルチタスクが媒介するか？,baba,0,,0,0,0,0,0,0,1,1,外傷性脳損傷,外傷性脳損傷,2018
63,27231036,"Does multitasking mediate the relationships between episodic memory, attention, executive functions and apathetic manifestations in traumatic brain injury?",外傷性脳損傷におけるエピソード記憶、注意力、実行機能、無気力症状の関係をマルチタスクが媒介するか？,kobayashi,0,,0,0,0,0,0,0,1,1,外傷性脳損傷,外傷性脳損傷,2018
64,33206383,Longitudinal trajectory of frailty in blood or marrow transplant survivors: Report from the Blood or Marrow Transplant Survivor Study,血液・骨髄移植生存者における虚弱の経時的経過：血液・骨髄移植生存者研究からの報告,baba,0,,0,0,0,0,0,0,1,1,造血幹細胞移植後長期生存; フレイルティ,血液・骨髄移植後 / フレイル,2021
64,33206383,Longitudinal trajectory of frailty in blood or marrow transplant survivors: Report from the Blood or Marrow Transplant Survivor Study,血液・骨髄移植生存者における虚弱の経時的経過：血液・骨髄移植生存者研究からの報告,kobayashi,0,,0,0,0,0,0,0,1,1,造血幹細胞移植後長期生存; フレイルティ,血液・骨髄移植後 / フレイル,2021
65,31166519,Description of suicide ideation among older adults and a psychological profile: a cross-sectional study in Turkey,高齢者における自殺念慮の特徴と心理的プロファイル：トルコにおける横断研究,baba,0,,0,0,0,0,0,0,1,1,高齢者うつ病; 高齢者の不安障害; 高齢者の自殺念慮,うつ病・不安障害に伴う自殺念慮,2019
65,31166519,Description of suicide ideation among older adults and a psychological profile: a cross-sectional study in Turkey,高齢者における自殺念慮の特徴と心理的プロファイル：トルコにおける横断研究,kobayashi,2,,0,0,0,0,1,0,1,1,高齢者うつ病; 高齢者の不安障害; 高齢者の自殺念慮,うつ病・不安障害に伴う自殺念慮,2019
